#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: constant, with a star-formation rate of 0.2 Msun/yr
# This file contains the information about the stars that are present in the population after 100000000.0 years
#   fbin:constant
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
1655	1	1	merger_MS	    2.19915	    0.97874	    1.17916	    1.17916 	    4.05510 	    3.87773 	    1.51812 	    0.53395 	    0.28328 	    0.25631 	    0.71064 	    0.73748 	    1.51853 	    0.53313 	    0.00000 	    0.00000 	    0.17212 	    0.03478 	 61047922.06874 	 20694026.46398 	    4.43599 	    4.45750 	    2.20011 	    0.97376 	    0.00000 	    0.00001 	    0.00000 	    0.00052 	    0.00000 	   -0.00060 	    0.00000 	    0.00000 	    0.99926 	    0.80264 	    0.00074 	    0.19753 	  -16.32830 	  -10.62566
1696	1	1	not_interacting	    3.52692	    0.68538	  422.83279	  422.83279 	    4.19212 	    3.84596 	    2.25787 	    0.37495 	    0.25850 	    0.25151 	    0.73538 	    0.74231 	    2.25899 	    0.35124 	    0.00000 	    0.00000 	    0.26795 	    0.01882 	 4030709.79769 	    0.00000 	    4.44907 	    4.42858 	    3.52843 	    0.67897 	    0.00019 	    0.00026 	    0.00068 	    0.00098 	    0.00141 	    0.00234 	    0.00000 	    0.00000 	    0.80741 	    0.71913 	    0.18967 	    0.27525 	  -11.83880 	  -12.05344
1697	1	1	merger_HG	    3.31133	    0.76967	   49.19849	   49.19849 	    4.15932 	    3.84592 	    2.24616 	    0.36648 	    0.38439 	    0.25534 	    0.60973 	    0.73846 	    2.24645 	    0.36551 	    0.00000 	    0.00000 	    0.32770 	    0.01466 	 90375985.28386 	 18332247.96202 	    4.30272 	    4.45438 	    3.31372 	    0.76367 	    0.00014 	   -0.00000 	    0.00056 	    0.00060 	    0.00096 	   -0.00095 	    0.00000 	    0.00000 	    0.84618 	    0.78306 	    0.15180 	    0.21746 	  -11.98500 	  -10.35772
1784	1	1	merger_MS	    2.29429	    0.95268	    1.92945	    1.92945 	    4.07382 	    3.87240 	    1.57379 	    0.50358 	    0.25716 	    0.25216 	    0.73667 	    0.74166 	    1.57437 	    0.50828 	    0.00000 	    0.00000 	    0.16251 	    0.03026 	 8374165.65983 	 2097085.93698 	    4.47343 	    4.46114 	    2.29651 	    0.94758 	    0.00008 	    0.00026 	    0.00031 	    0.00112 	    0.00058 	    0.00235 	    0.00000 	    0.00000 	    0.90346 	    0.71872 	    0.09542 	    0.27587 	  -13.48916 	  -11.58815
1799	1	1	strip_postHG	    2.73694	    2.10309	  653.45134	  653.45134 	    4.11498 	    4.04200 	    1.88664 	    1.44026 	    0.30393 	    0.28009 	    0.69010 	    0.71380 	    1.88700 	    1.44067 	    0.00000 	    0.00000 	    0.23662 	    0.15939 	 60613381.51487 	 61237420.76057 	    4.40192 	    4.44153 	    2.73852 	    2.10358 	    0.00011 	    0.00000 	    0.00041 	    0.00001 	    0.00083 	    0.00000 	    0.00000 	    0.00000 	    0.87827 	    0.99290 	    0.12007 	    0.00709 	  -12.73756 	  -14.47479
1911	1	1	merger_MS	    2.35653	    0.65088	    1.69410	    1.69410 	    4.07157 	    3.82758 	    1.64559 	    0.26983 	    0.30714 	    0.25388 	    0.68686 	    0.73993 	    1.64595 	    0.26895 	    0.00000 	    0.00000 	    0.20291 	    0.00302 	 91797529.13342 	 12088693.76717 	    4.40442 	    4.45302 	    2.35964 	    0.64431 	    0.00000 	    0.00016 	    0.00000 	    0.00115 	    0.00001 	    0.00083 	    0.00000 	    0.00000 	    0.99691 	    0.68373 	    0.00307 	    0.31379 	  -16.61809 	  -10.30054
1981	1	1	not_interacting	    3.12633	    1.24470	  140.65753	  140.65753 	    4.15174 	    3.91795 	    2.09203 	    0.74634 	    0.29742 	    0.25724 	    0.69661 	    0.73656 	    2.09243 	    0.74578 	    0.00000 	    0.00000 	    0.26580 	    0.06052 	 38954033.76964 	 21441985.68752 	    4.40073 	    4.46120 	    3.12592 	    1.24101 	    0.00013 	    0.00003 	    0.00050 	    0.00046 	    0.00090 	   -0.00027 	    0.00000 	    0.00000 	    0.85215 	    0.82776 	    0.14597 	    0.17204 	  -12.31917 	  -11.02332
1994	1	1	merger_HG	    3.97914	    1.08702	   30.72858	   30.72858 	    4.21452 	    3.89358 	    2.46901 	    0.61740 	    0.29949 	    0.25406 	    0.69457 	    0.73975 	    2.46941 	    0.61687 	    0.00000 	    0.00000 	    0.32873 	    0.04481 	 23060414.93446 	 9771805.91468 	    4.37959 	    4.45991 	    3.97600 	    1.08257 	    0.00014 	    0.00014 	    0.00054 	    0.00094 	    0.00096 	    0.00079 	    0.00000 	    0.00000 	    0.83405 	    0.73995 	    0.16399 	    0.25788 	  -11.53233 	  -11.20341
2007	1	1	strip_RLOF_MS	    2.42851	    2.29195	    2.33021	    2.33021 	    4.08425 	    4.06760 	    1.68366 	    1.58376 	    0.28467 	    0.28056 	    0.70928 	    0.71336 	    1.68409 	    1.58420 	    0.00000 	    0.00000 	    0.19660 	    0.17994 	 50738230.00403 	 51071378.22502 	    4.43068 	    4.43813 	    2.43265 	    2.29414 	    0.00004 	    0.00002 	    0.00013 	    0.00006 	    0.00032 	    0.00011 	    0.00000 	    0.00000 	    0.95354 	    0.97879 	    0.04592 	    0.02101 	  -13.62490 	  -15.18215
2114	1	1	merger_MS	    2.72961	    0.96541	    1.53542	    1.53542 	    4.11560 	    3.87545 	    1.87635 	    0.52229 	    0.29415 	    0.25539 	    0.69985 	    0.73841 	    1.87675 	    0.52151 	    0.00000 	    0.00000 	    0.23024 	    0.03350 	 49841308.00583 	 16668511.60758 	    4.41358 	    4.45730 	    2.73131 	    0.96037 	    0.00011 	    0.00001 	    0.00040 	    0.00056 	    0.00077 	   -0.00072 	    0.00000 	    0.00000 	    0.87899 	    0.79861 	    0.11944 	    0.20166 	  -12.77808 	  -10.79355
2118	1	1	merger_HG	    5.37450	    2.13536	   32.64216	   32.64216 	    4.29118 	    4.05197 	    2.90911 	    1.45355 	    0.28026 	    0.25568 	    0.71376 	    0.73814 	    2.90963 	    1.45391 	    0.00000 	    0.00000 	    0.39545 	    0.14610 	 7048636.41624 	 6724249.16410 	    4.37731 	    4.47479 	    5.37750 	    2.13602 	    0.00019 	    0.00009 	    0.00070 	    0.00036 	    0.00154 	    0.00064 	    0.00000 	    0.00000 	    0.79660 	    0.89155 	    0.20037 	    0.10724 	  -10.52962 	  -13.39853
2162	1	1	strip_postHG	    2.27718	    1.06797	  535.72651	  535.72651 	    4.06328 	    3.89177 	    1.58130 	    0.60694 	    0.29483 	    0.25961 	    0.69913 	    0.73416 	    1.58168 	    0.60623 	    0.00000 	    0.00000 	    0.18736 	    0.04319 	 77467492.19758 	 31593605.48698 	    4.42049 	    4.45919 	    2.27916 	    1.06342 	    0.00001 	   -0.00003 	    0.00002 	    0.00031 	    0.00004 	   -0.00096 	    0.00000 	    0.00000 	    0.99267 	    0.84342 	    0.00727 	    0.15734 	  -17.75173 	  -10.29659
2171	1	1	strip_RLOF_HG	    3.23391	    2.63482	    5.89975	    5.89975 	    4.15445 	    4.10248 	    2.19299 	    1.83442 	    0.36417 	    0.31784 	    0.62995 	    0.67620 	    2.19328 	    1.83474 	    0.00000 	    0.00000 	    0.31084 	    0.23550 	 83320186.11000 	 83573355.21853 	    4.32575 	    4.38769 	    3.23526 	    2.63754 	    0.00014 	    0.00007 	    0.00056 	    0.00025 	    0.00099 	    0.00047 	    0.00000 	    0.00000 	    0.84743 	    0.92084 	    0.15049 	    0.07821 	  -12.04463 	  -13.38282
2189	1	1	strip_postHG	    2.41931	    1.07607	  193.02969	  193.02969 	    4.08164 	    3.89279 	    1.68195 	    0.61273 	    0.29286 	    0.25769 	    0.70111 	    0.73609 	    1.68233 	    0.61199 	    0.00000 	    0.00000 	    0.20096 	    0.04404 	 64007059.78617 	 25557867.92513 	    4.42021 	    4.45917 	    2.42332 	    1.07157 	    0.00002 	   -0.00002 	    0.00005 	    0.00035 	    0.00014 	   -0.00086 	    0.00000 	    0.00000 	    0.97529 	    0.82856 	    0.02449 	    0.17205 	  -14.14114 	  -10.34428
2190	1	1	strip_postHG	    2.32441	    2.13253	  446.11553	  446.11553 	    4.07146 	    4.04686 	    1.60774 	    1.46168 	    0.28200 	    0.27638 	    0.71193 	    0.71750 	    1.60818 	    1.46211 	    0.00000 	    0.00000 	    0.18420 	    0.16037 	 51990142.44937 	 51455589.85472 	    4.43575 	    4.44567 	    2.32707 	    2.13317 	    0.00002 	    0.00000 	    0.00007 	    0.00001 	    0.00013 	    0.00000 	    0.00000 	    0.00000 	    0.97414 	    0.99379 	    0.02561 	    0.00620 	  -14.93315 	  -14.62829
2196	1	 - 	 single 	   5.77773	 - 	 - 	 - 	    4.31114 	 - 	    3.00236 	 - 	    0.26428 	 - 	    0.72967 	 - 	    3.00326 	 - 	    0.00000 	 - 	    0.40215 	 - 	 2611197.54001 	 - 	    4.39485 	 - 	    5.77823 	 - 	    0.00026 	 - 	    0.00091 	 - 	    0.00237 	 - 	    0.00000 	 - 	    0.75991 	 - 	    0.23511 	 - 	  -10.21346 	 -
2230	1	1	strip_RLOF_HG	    3.21081	    1.37522	    6.32014	    6.32014 	    4.15918 	    3.93761 	    2.13461 	    0.85053 	    0.29651 	    0.25844 	    0.69752 	    0.73536 	    2.13502 	    0.85027 	    0.00000 	    0.00000 	    0.27221 	    0.07331 	 35776317.39573 	 23074162.92440 	    4.39977 	    4.46269 	    3.21181 	    1.37217 	    0.00013 	   -0.00000 	    0.00051 	    0.00031 	    0.00090 	   -0.00054 	    0.00000 	    0.00000 	    0.85027 	    0.86166 	    0.14785 	    0.13864 	  -12.23999 	  -11.31022
2275	1	1	merger_MS	    3.42739	    1.05066	    0.70165	    0.70165 	    4.17753 	    3.88807 	    2.23163 	    0.58843 	    0.28831 	    0.25405 	    0.70571 	    0.73977 	    2.23206 	    0.58787 	    0.00000 	    0.00000 	    0.28401 	    0.04132 	 25153344.71323 	 9964937.31611 	    4.40457 	    4.45933 	    3.42932 	    1.04603 	    0.00012 	    0.00014 	    0.00049 	    0.00096 	    0.00082 	    0.00080 	    0.00000 	    0.00000 	    0.85027 	    0.73527 	    0.14802 	    0.26254 	  -12.07435 	  -11.12815
2297	1	1	strip_CEE_HG	    5.13658	    3.11588	  342.84515	  342.84515 	    4.16246 	    4.14343 	    3.24954 	    2.13687 	    0.92462 	    0.37094 	    0.06955 	    0.62317 	    3.25013 	    2.13716 	    0.00000 	    0.00000 	    0.82312 	    0.30482 	 95994914.09739 	 96251732.17054 	    3.50155 	    4.32121 	    5.13357 	    3.11526 	    0.00028 	    0.00014 	    0.00099 	    0.00055 	    0.00249 	    0.00098 	    0.00000 	    0.00000 	    0.75020 	    0.85282 	    0.24436 	    0.14511 	   -9.72977 	  -12.21030
2313	1	1	merger_HG	    2.84235	    0.28526	   34.59876	   34.59876 	    4.12654 	    3.78876 	    1.93783 	    0.07718 	    0.29285 	    0.25123 	    0.70115 	    0.74260 	    1.93823 	    0.04630 	    0.00000 	    0.00000 	    0.23910 	   -0.01566 	 44184711.26163 	    0.00000 	    4.41279 	    4.41453 	    2.84215 	    0.27691 	    0.00013 	    0.00028 	    0.00049 	    0.00104 	    0.00099 	    0.00251 	    0.00000 	    0.00000 	    0.85943 	    0.69618 	    0.13854 	    0.29761 	  -12.59804 	  -11.72420
2422	1	1	merger_HG	    4.17708	    0.50418	  128.69017	  128.69017 	    4.21654 	    3.80460 	    2.62947 	    0.14929 	    0.42034 	    0.25235 	    0.57381 	    0.74147 	    2.62977 	    0.14888 	    0.00000 	    0.00000 	    0.40492 	   -0.01128 	 64736887.62355 	 5147215.13368 	    4.24821 	    4.45119 	    4.17486 	    0.49689 	    0.00014 	    0.00018 	    0.00054 	    0.00109 	    0.00095 	    0.00128 	    0.00000 	    0.00000 	    0.83665 	    0.68245 	    0.16140 	    0.31428 	  -11.21897 	  -10.73289
2447	1	1	merger_HG	    6.50617	    1.50269	   18.27454	   18.27454 	    4.27328 	    3.95689 	    3.51279 	    0.95483 	    0.76270 	    0.26335 	    0.23146 	    0.73044 	    3.51333 	    0.95472 	    0.00000 	    0.00000 	    0.73309 	    0.08690 	 51411305.90095 	 37818156.23821 	    3.78373 	    4.46195 	    6.49250 	    1.50026 	    0.00030 	    0.00000 	    0.00102 	    0.00020 	    0.00280 	   -0.00017 	    0.00000 	    0.00000 	    0.74200 	    0.88870 	    0.25197 	    0.11126 	   -9.13766 	  -11.05473
2470	1	1	strip_RLOF_HG	    3.39392	    2.70964	    8.85897	    8.85897 	    4.16783 	    4.11135 	    2.26578 	    1.87673 	    0.35929 	    0.31190 	    0.63483 	    0.68213 	    2.26609 	    1.87707 	    0.00000 	    0.00000 	    0.32049 	    0.23892 	 71440064.76797 	 70969484.35341 	    4.32744 	    4.39322 	    3.39595 	    2.71167 	    0.00014 	    0.00010 	    0.00056 	    0.00035 	    0.00099 	    0.00071 	    0.00000 	    0.00000 	    0.84322 	    0.89205 	    0.15470 	    0.10655 	  -11.96471 	  -12.85542
2527	1	 - 	 single 	  11.25903	 - 	 - 	 - 	    4.44670 	 - 	    3.99311 	 - 	    0.35797 	 - 	    0.63618 	 - 	    3.99340 	 - 	    0.00000 	 - 	    0.62641 	 - 	 5754479.56491 	 - 	    4.23589 	 - 	   11.25134 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.24303 	 -
2576	1	1	merger_HG	    2.16971	    1.19828	   78.24282	   78.24282 	    4.05243 	    3.91099 	    1.49046 	    0.70944 	    0.27508 	    0.25724 	    0.71881 	    0.73655 	    1.49091 	    0.70883 	    0.00000 	    0.00000 	    0.16362 	    0.05600 	 46634020.20445 	 22033816.48441 	    4.44688 	    4.46061 	    2.17053 	    1.19437 	    0.00000 	    0.00003 	    0.00000 	    0.00047 	    0.00000 	   -0.00030 	    0.00000 	    0.00000 	    0.99627 	    0.82315 	    0.00373 	    0.17669 	  -14.98815 	  -10.89584
2708	1	1	not_interacting	    2.63923	    0.95363	  225.50074	  225.50074 	    4.10399 	    3.87411 	    1.83169 	    0.51449 	    0.30937 	    0.25677 	    0.68465 	    0.73702 	    1.83203 	    0.51362 	    0.00000 	    0.00000 	    0.23112 	    0.03227 	 72971734.15573 	 23056830.98149 	    4.39718 	    4.45731 	    2.64192 	    0.94853 	    0.00007 	    0.00001 	    0.00027 	    0.00054 	    0.00049 	   -0.00051 	    0.00000 	    0.00000 	    0.91742 	    0.79945 	    0.08158 	    0.20060 	  -13.18846 	  -10.40230
2793	1	1	not_interacting	    2.01644	    0.49162	 2361.32241	 2361.32241 	    4.02873 	    3.80269 	    1.37466 	    0.13926 	    0.28617 	    0.25234 	    0.70772 	    0.74148 	    1.37503 	    0.13885 	    0.00000 	    0.00000 	    0.15312 	   -0.01248 	 81217683.43142 	 5173904.05080 	    4.43609 	    4.45098 	    2.01651 	    0.48427 	    0.00000 	    0.00018 	    0.00001 	    0.00110 	    0.00000 	    0.00128 	    0.00000 	    0.00000 	    0.98632 	    0.68125 	    0.01366 	    0.31547 	  -13.25064 	  -10.71315
2823	1	1	merger_HG	    6.96927	    2.18416	  133.80452	  133.80452 	    4.34700 	    4.05890 	    3.31127 	    1.49313 	    0.31937 	    0.25725 	    0.67475 	    0.73657 	    3.31159 	    1.49360 	    0.00000 	    0.00000 	    0.48489 	    0.15203 	 9439095.69567 	 9464211.37557 	    4.31071 	    4.47307 	    6.96856 	    2.18505 	    0.00030 	    0.00006 	    0.00102 	    0.00024 	    0.00280 	    0.00040 	    0.00000 	    0.00000 	    0.74200 	    0.92126 	    0.25197 	    0.07797 	   -9.54415 	  -13.60331
2894	1	1	strip_postHG	    3.77091	    2.38894	  505.97642	  505.97642 	    4.18992 	    4.07621 	    2.47287 	    1.66654 	    0.42151 	    0.30329 	    0.57263 	    0.69070 	    2.47317 	    1.66689 	    0.00000 	    0.00000 	    0.37985 	    0.20411 	 82571379.09761 	 82721729.19739 	    4.25408 	    4.40815 	    3.77020 	    2.39251 	    0.00013 	    0.00000 	    0.00051 	    0.00001 	    0.00081 	    0.00002 	    0.00000 	    0.00000 	    0.84817 	    0.99356 	    0.15012 	    0.00640 	  -11.55369 	  -15.52559
2922	1	1	strip_postHG	    3.42252	    1.57566	  722.45179	  722.45179 	    4.17410 	    3.96765 	    2.24669 	    1.01222 	    0.31360 	    0.26233 	    0.68047 	    0.73147 	    2.24703 	    1.01216 	    0.00000 	    0.00000 	    0.29841 	    0.09407 	 42059218.47830 	 33009433.43873 	    4.37516 	    4.46275 	    3.42445 	    1.57359 	    0.00010 	    0.00000 	    0.00043 	    0.00018 	    0.00065 	   -0.00023 	    0.00000 	    0.00000 	    0.86468 	    0.89810 	    0.13396 	    0.10194 	  -12.05820 	  -11.40775
2962	1	1	strip_postHG	    3.73642	    3.05920	 1399.47618	 1399.47618 	    4.20037 	    4.14996 	    2.36305 	    2.04214 	    0.28514 	    0.27286 	    0.70888 	    0.72109 	    2.36351 	    2.04272 	    0.00000 	    0.00000 	    0.30404 	    0.24441 	 18740829.82633 	 18822049.55476 	    4.40186 	    4.43408 	    3.73629 	    3.05767 	    0.00014 	    0.00012 	    0.00053 	    0.00048 	    0.00091 	    0.00081 	    0.00000 	    0.00000 	    0.83803 	    0.85404 	    0.16009 	    0.14428 	  -11.73644 	  -12.43217
3044	3	 - 	 single 	   5.52963	 - 	 - 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 - 	    0.00000 	 -
3047	1	1	not_interacting	    2.41471	    0.65621	  187.61154	  187.61154 	    4.08816 	    3.82725 	    1.66139 	    0.26602 	    0.26114 	    0.25196 	    0.73272 	    0.74186 	    1.66208 	    0.27178 	    0.00000 	    0.00000 	    0.17763 	    0.00177 	 13967915.67231 	 2412078.60143 	    4.46600 	    4.45662 	    2.41865 	    0.64966 	    0.00009 	    0.00028 	    0.00034 	    0.00124 	    0.00071 	    0.00260 	    0.00000 	    0.00000 	    0.89743 	    0.69291 	    0.10125 	    0.30102 	  -13.30793 	  -11.16746
3094	1	 - 	 single 	   8.95316	 - 	 - 	 - 	    4.39267 	 - 	    3.76979 	 - 	    0.46721 	 - 	    0.52696 	 - 	    3.77011 	 - 	    0.00000 	 - 	    0.62281 	 - 	 15585790.53547 	 - 	    4.14421 	 - 	    8.95468 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.13347 	 -
3110	2	1	strip_RLOF_HG	   10.51506	    6.29394	    5.03244	   15.39794 	    0.00000 	    4.31707 	    0.00000 	    3.23950 	    0.00000 	    0.42001 	    0.00000 	    0.57415 	    0.00000 	    3.23980 	    0.00000 	    0.00000 	    0.00000 	    0.50886 	    0.00000 	 26114866.80552 	    0.00000 	    4.21835 	    0.00000 	    6.29097 	    0.00000 	    0.00030 	    0.00000 	    0.00102 	    0.00000 	    0.00280 	    0.00000 	    0.00000 	    0.00000 	    0.74200 	    0.00000 	    0.25197 	    0.00000 	   -9.67660
3230	1	 - 	 single 	   9.28867	 - 	 - 	 - 	    4.35134 	 - 	    4.01598 	 - 	    0.76999 	 - 	    0.22418 	 - 	    4.01650 	 - 	    0.00000 	 - 	    0.82856 	 - 	 25935623.32528 	 - 	    3.74630 	 - 	    9.24733 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -8.14598 	 -
3360	1	1	strip_RLOF_HG	    3.73979	    2.36811	    2.91894	    2.91894 	    4.19620 	    4.07824 	    2.39163 	    1.63565 	    0.32431 	    0.27604 	    0.66978 	    0.71787 	    2.39195 	    1.63614 	    0.00000 	    0.00000 	    0.32667 	    0.18461 	 39670560.28195 	 39824993.94102 	    4.35699 	    4.44320 	    3.73958 	    2.37139 	    0.00013 	    0.00004 	    0.00050 	    0.00013 	    0.00082 	    0.00029 	    0.00000 	    0.00000 	    0.84725 	    0.95469 	    0.15104 	    0.04479 	  -11.73808 	  -14.09898
3415	1	1	strip_RLOF_HG	    4.15357	    3.94709	   25.95666	   25.95666 	    4.22232 	    4.21010 	    2.55782 	    2.47285 	    0.33241 	    0.32292 	    0.66169 	    0.67118 	    2.55814 	    2.47318 	    0.00000 	    0.00000 	    0.35754 	    0.33948 	 34379251.98838 	 34420069.35910 	    4.34055 	    4.35451 	    4.15119 	    3.94432 	    0.00016 	    0.00014 	    0.00060 	    0.00055 	    0.00113 	    0.00098 	    0.00000 	    0.00000 	    0.82530 	    0.83434 	    0.17239 	    0.16365 	  -11.34413 	  -11.52429
3512	1	1	strip_postHG	    2.74043	    2.68629	  533.66327	  533.66327 	    4.11155 	    4.10656 	    1.91057 	    1.87684 	    0.33722 	    0.33322 	    0.65685 	    0.66085 	    1.91087 	    1.87715 	    0.00000 	    0.00000 	    0.25545 	    0.24855 	 96624429.70754 	 96648291.25627 	    4.36478 	    4.37020 	    2.74194 	    2.68859 	    0.00010 	    0.00012 	    0.00037 	    0.00040 	    0.00071 	    0.00101 	    0.00000 	    0.00000 	    0.88971 	    0.88683 	    0.10886 	    0.11107 	  -12.72066 	  -12.92693
3612	1	1	strip_RLOF_HG	    2.74916	    2.08748	   10.07457	   10.07457 	    4.11871 	    4.04158 	    1.88213 	    1.42283 	    0.28605 	    0.27014 	    0.70793 	    0.72372 	    1.88257 	    1.42326 	    0.00000 	    0.00000 	    0.22691 	    0.15151 	 39870495.84333 	 40113096.60311 	    4.42318 	    4.45404 	    2.75053 	    2.08790 	    0.00011 	    0.00000 	    0.00043 	    0.00002 	    0.00080 	    0.00001 	    0.00000 	    0.00000 	    0.87336 	    0.98320 	    0.12500 	    0.01676 	  -12.74242 	  -13.76904
3638	1	 - 	 single 	   8.00093	 - 	 - 	 - 	    4.32862 	 - 	    3.78322 	 - 	    0.72919 	 - 	    0.26498 	 - 	    3.78372 	 - 	    0.00000 	 - 	    0.75763 	 - 	 32923793.76030 	 - 	    3.82311 	 - 	    7.95799 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -8.59820 	 -
3652	1	1	merger_MS	    3.38779	    1.42214	    1.46430	    1.46430 	    4.17355 	    3.94463 	    2.21927 	    0.88775 	    0.29626 	    0.25768 	    0.69778 	    0.73612 	    2.21967 	    0.88739 	    0.00000 	    0.00000 	    0.28580 	    0.07786 	 31299206.43520 	 20777909.93341 	    4.39606 	    4.46331 	    3.38989 	    1.41932 	    0.00015 	    0.00001 	    0.00057 	    0.00032 	    0.00104 	   -0.00045 	    0.00000 	    0.00000 	    0.83899 	    0.85816 	    0.15884 	    0.14200 	  -12.03752 	  -11.37543
3699	1	 - 	 single 	   5.24020	 - 	 - 	 - 	    4.25729 	 - 	    3.07729 	 - 	    0.57236 	 - 	    0.42180 	 - 	    3.07766 	 - 	    0.00000 	 - 	    0.54733 	 - 	 62421615.41741 	 - 	    4.06210 	 - 	    5.24072 	 - 	    0.00024 	 - 	    0.00084 	 - 	    0.00207 	 - 	    0.00000 	 - 	    0.77985 	 - 	    0.21589 	 - 	  -10.09345 	 -
3700	1	1	merger_HG	    3.15265	    0.33695	    3.83651	    3.83651 	    4.15768 	    3.79615 	    2.09082 	    0.11565 	    0.27457 	    0.25126 	    0.71939 	    0.74256 	    2.09138 	    0.08569 	    0.00000 	    0.00000 	    0.25332 	   -0.01121 	 19074833.36485 	    0.00000 	    4.42939 	    4.41635 	    3.15269 	    0.32885 	    0.00014 	    0.00028 	    0.00052 	    0.00103 	    0.00093 	    0.00249 	    0.00000 	    0.00000 	    0.84586 	    0.69914 	    0.15221 	    0.29472 	  -12.31656 	  -11.76674
3736	1	1	merger_MS	    4.15171	    2.62295	    0.54446	    0.54446 	    4.20869 	    4.10116 	    2.66478 	    1.82701 	    0.48490 	    0.31790 	    0.50926 	    0.67614 	    2.66510 	    1.82734 	    0.00000 	    0.00000 	    0.43827 	    0.23445 	 84584741.68234 	 84610499.12622 	    4.17887 	    4.38779 	    4.14901 	    2.62577 	    0.00016 	    0.00006 	    0.00059 	    0.00024 	    0.00109 	    0.00044 	    0.00000 	    0.00000 	    0.82787 	    0.92564 	    0.16987 	    0.07347 	  -11.10233 	  -13.48505
